,station_name,equipment_id,description,borough,subway_lines,equipment_type,ada_compliant,is_active,clean_lines,remote
461,Kew Gardens / Union Tpk,EL434,Kew Gardens Rd & Union Tpke (SW corner) to Mezzanine for service in both directions,QNS,E/F,EL,Y,Y,E-F,['R158']
462,Kew Gardens / Union Tpk,EL435,Mezzanine to Jamaica bound Platform,QNS,E/F,EL,Y,Y,E-F,['R158']
463,Kew Gardens / Union Tpk,EL436,Mezzanine to Manhattan bound Platform,QNS,E/F,EL,Y,Y,E-F,['R158']
464,Kings Highway,EL761,South side of Kings Hwy (west of 16 St) to Brighton Beach/Coney Island bound Platform,BKN,B/Q,EL,Y,Y,B-Q,['R211']
465,Kings Highway,EL760,South side of Kings Hwy (west of 16 St) to Manhattan bound Platform,BKN,B/Q,EL,Y,Y,B-Q,['R211']
466,Kingsbridge Road,EL189,Kingsbridge Rd & Grand Concourse (SE corner) to Mezzanine for service in both directions,BX,D/B,EL,Y,Y,D-B,['R155']
467,Kingsbridge Road,EL191,Mezzanine to downtown Platform,BX,D/B,EL,Y,Y,D-B,['R155']
468,Kingsbridge Road,EL190,Mezzanine to uptown Platform,BX,D/B,EL,Y,Y,D-B,['R155']
469,Lexington Av / 53 St,EL203X,53 St & Lexington Ave (SE corner) to Mezzanine for service in both directions on both lines,MN,E/M,EL,Y,Y,E-M,"['R017', 'R016']"
470,Lexington Av / 53 St,ES269,Center Island Platform to Mezzanine,MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
471,Lexington Av / 53 St,ES244,Center Island Platform to Mezzanine,MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
472,Lexington Av / 53 St,ES243,Center Island Platform to Mezzanine,MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
473,Lexington Av / 53 St,ES246,Center Island Platform to Mezzanine (3rd ave),MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
474,Lexington Av / 53 St,ES245,Center Island Platform to Mezzanine (3rd ave),MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
475,Lexington Av / 53 St,EL245,Mezzanine to E/M Platform for service in both directions,MN,E/M,EL,Y,Y,E-M,"['R017', 'R016']"
476,Lexington Av / 53 St,ES253X,Mezzanine to underpass 6 train downtown,MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
477,Lexington Av / 53 St,ES254X,Passageway Mezzanine to Platform,MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
478,Lexington Av / 53 St,ES600X,Street to Mezzanine to E/M,MN,E/M,ES,N,Y,E-M,"['R017', 'R016']"
479,Lexington Av / 53 St,ES245X,Three landings,MN,E/M,ES,N,N,E-M,"['R017', 'R016']"
480,Lexington Av / 59 St,ES249,Center Island Platform to Mezzanine (60st / 3rd ave),MN,N/R/W,ES,N,Y,N-R-W,"['R050', 'R051', 'R212']"
481,Lexington Av / 59 St,ES248,Center Island Platform to Mezzanine (60st / 3rd ave),MN,N/R/W,ES,N,Y,N-R-W,"['R050', 'R051', 'R212']"
482,Lexington Av / 59 St,ES215,Center Island Platform to Southbound Platform,MN,N/R/W,ES,N,Y,N-R-W,"['R050', 'R051', 'R212']"
483,Lexington Av / 63 St,EL444,3rd Ave & 63 St (NW corner) to Mezzanine for service in both directions,MN,F/Q,EL,Y,Y,F-Q,['R319']
484,Lexington Av / 63 St,EL401,Lexington Ave & 63 St (NW corner) to Mezzanine for service in both directions,MN,F/Q,EL,Y,Y,F-Q,['R319']
485,Lexington Av / 63 St,EL402,Lexington Ave entrance and F/Q Platform for service in both directions,MN,F/Q,EL,Y,Y,F-Q,['R319']
486,Lexington Av / 63 St,ES408,Lower Mezzanine to Northbound Platform,MN,F/Q,ES,N,Y,F-Q,['R319']
487,Lexington Av / 63 St,ES407,Lower Mezzanine to Northbound Platform,MN,F/Q,ES,N,Y,F-Q,['R319']
488,Lexington Av / 63 St,ES409,Lower Mezzanine to Southbound Platform,MN,F/Q,ES,N,Y,F-Q,['R319']
489,Lexington Av / 63 St,ES410,Lower Mezzanine to Southbound Platform,MN,F/Q,ES,N,Y,F-Q,['R319']
490,Lexington Av / 63 St,EL443,Mezzanine of 3rd Ave entrance to F/Q Platform for service in both directions,MN,F/Q,EL,Y,Y,F-Q,['R319']
491,Lexington Av / 63 St,EL442,Mezzanine of 3rd Ave entrance to F/Q Platform for service in both directions,MN,F/Q,EL,Y,Y,F-Q,['R319']
492,Lexington Av / 63 St,EL441,Mezzanine of 3rd Ave entrance to F/Q Platform for service in both directions,MN,F/Q,EL,Y,Y,F-Q,['R319']
493,Lexington Av / 63 St,EL440,Mezzanine of 3rd Ave entrance to F/Q Platform for service in both directions,MN,F/Q,EL,Y,Y,F-Q,['R319']
494,Lexington Av / 63 St,ES458,Mezzanine to Street,MN,F/Q,ES,N,Y,F-Q,['R319']
495,Lexington Av / 63 St,ES459,Mezzanine to Street,MN,F/Q,ES,N,Y,F-Q,['R319']
496,Lexington Av / 63 St,ES405,Middle Mezzanine to Lower Mezzanine,MN,F/Q,ES,N,Y,F-Q,['R319']
497,Lexington Av / 63 St,ES406,Middle Mezzanine to Lower Mezzanine,MN,F/Q,ES,N,Y,F-Q,['R319']
498,Lexington Av / 63 St,ES402,Street to Upper Mezzanine,MN,F/Q,ES,N,Y,F-Q,['R319']
499,Lexington Av / 63 St,ES401,Street to Upper Mezzanine,MN,F/Q,ES,N,Y,F-Q,['R319']
500,Lexington Av / 63 St,ES403,Upper Mezzanine to Middle Mezzanine,MN,F/Q,ES,N,Y,F-Q,['R319']
501,Lexington Av / 63 St,ES404,Upper Mezzanine to Middle Mezzanine,MN,F/Q,ES,N,Y,F-Q,['R319']
502,Marcy Av,EL391,Marcy Ave & Broadway (NW corner) to Jamaica Center bound Platform,BKN,J/M/Z,EL,Y,Y,J-M-Z,['R460']
503,Marcy Av,EL392,Marcy Ave & Broadway (SW corner) to Manhattan bound Platform,BKN,J/M/Z,EL,Y,Y,J-M-Z,['R460']
504,Myrtle Av / Wyckoff Av,EL396,Gates Ave & Wyckoff Ave (SE corner) to Mezzanine for service in both directions on all lines,BKN,L/M,EL,Y,Y,L-M,"['R137', 'R378']"
505,Myrtle Av / Wyckoff Av,ES333,Lower Mezzanine to Upper Mezzanine,BKN,L/M,ES,N,Y,L-M,"['R137', 'R378']"
506,Myrtle Av / Wyckoff Av,ES332,Lower Mezzanine to Upper Mezzanine,BKN,L/M,ES,N,Y,L-M,"['R137', 'R378']"
507,Myrtle Av / Wyckoff Av,EL397,Mezzanine to L Platform for service in both directions,BKN,L/M,EL,Y,Y,L-M,"['R137', 'R378']"
508,Myrtle Av / Wyckoff Av,EL398,Mezzanine to M Platform for service in both directions,BKN,L/M,EL,Y,Y,L-M,"['R137', 'R378']"
509,New Utrecht,EL740,Mezzanine to Northbound D Platform,BKN,D/N,EL,Y,Y,D-N,['R398']
510,New Utrecht,EL741,Mezzanine to Southbound D Platform,BKN,D/N,EL,Y,Y,D-N,['R398']
511,New Utrecht,EL738,Street to Northbound N Platform,BKN,D/N,EL,Y,Y,D-N,['R398']
512,New Utrecht,EL739,Street to Southbound N Platform and Mezzanine to D Train,BKN,D/N,EL,Y,Y,D-N,['R398']
513,Ozone Park / Lefferts Blvd,EL462,Lefferts Blvd & Liberty Ave to Mezzanine for service in both directions,QNS,A,EL,Y,Y,A,['R356']
514,Ozone Park / Lefferts Blvd,EL463,Mezzanine to Platform for service in both directions,QNS,A,EL,Y,Y,A,['R356']
515,Park Place,ES302,Center Island Platform to Mezzanine,MN,2/3,ES,N,Y,2-3,['R029']
516,Park Place,ES301,Center Island Platform to Mezzanine,MN,2/3,ES,N,Y,2-3,['R029']
517,Parkchester,ES111,Street to Center Island Platform,BX,6,ES,N,Y,6,['R222']
518,Pelham Bay Park,EL121,Amendola Plaza entrance (adjacent to Bruckner Expwy) to Mezzanine for Manhattan bound service,BX,6,EL,Y,Y,6,['R429']
519,Pelham Bay Park,ES121,Center Island Platform to Street,BX,6,ES,N,Y,6,['R429']
520,Pelham Bay Park,EL122,Mezzanine to Platform for Manhattan bound service,BX,6,EL,Y,Y,6,['R429']
521,Pelham Bay Park,ES120,Mezzanine to Street,BX,6,ES,N,Y,6,['R429']
522,Pelham Pkwy,EL137,Mezzanine to Platform for Manhattan bound service,BX,2/5,EL,Y,Y,2-5,"['R430', 'R361']"
523,Pelham Pkwy,EL138,Mezzanine to Platform for Wakefield 241 St bound service,BX,2/5,EL,Y,Y,2-5,"['R430', 'R361']"
524,Pelham Pkwy,ES123,Mezzanine to Southbound Platform,BX,2/5,ES,N,Y,2-5,"['R430', 'R361']"
525,Pelham Pkwy,ES122,Street to Mezzanine,BX,2/5,ES,N,Y,2-5,"['R430', 'R361']"
526,Pelham Pkwy,EL136,White Plains Rd & Pelham Pkwy South (SW corner) to Mezzanine to reach service in both directions,BX,2/5,EL,Y,Y,2-5,"['R430', 'R361']"
527,President St-Medgar Evers College,ES304,Center Island Platform to Mezzanine,BKN,2/5,ES,N,Y,2-5,['R277']
528,Prospect Park,EL383,"Lincoln Rd & Ocean Ave (NE corner) to Coney Island, Brighton Beach bound B/Q Platform",BKN,B/Q/S,EL,Y,Y,B-Q-S,['R196']
529,Prospect Park,EL382,Lincoln Rd & Ocean Ave (NE corner) to Manhattan bound B/Q Platform and Franklin Shuttle,BKN,B/Q/S,EL,Y,Y,B-Q-S,['R196']
530,Queens Plaza,EL430,"Mezzanine to Jamaica, Forest Hills bound Platform",QNS,E/R/M,EL,Y,Y,E-R-M,['R140']
531,Queens Plaza,EL429,Mezzanine to Manhattan bound Platform,QNS,E/R/M,EL,Y,Y,E-R-M,['R140']
532,Queens Plaza,EL428,Queens Plaza & Jackson Ave to Mezzanine  for service in both directions,QNS,E/R/M,EL,Y,Y,E-R-M,['R140']
533,Roosevelt Island,ES413,Center Mezzanine to Street,MN,F,ES,N,Y,F,['R259']
534,Roosevelt Island,ES412,Center Mezzanine to Street,MN,F,ES,N,Y,F,['R259']
535,Roosevelt Island,ES411,Center Mezzanine to Street,MN,F,ES,N,Y,F,['R259']
536,Roosevelt Island,ES415,Lower Mezzanine to Center Mezzanine,MN,F,ES,N,Y,F,['R259']
537,Roosevelt Island,ES414,Lower Mezzanine to Center Mezzanine,MN,F,ES,N,Y,F,['R259']
538,Roosevelt Island,ES416,Lower Mezzanine to Center Mezzanine,MN,F,ES,N,Y,F,['R259']
539,Roosevelt Island,ES417,Northbound Platform to Lower Mezzanine,MN,F,ES,N,Y,F,['R259']
540,Roosevelt Island,ES419,Northbound Platform to Lower Mezzanine,MN,F,ES,N,Y,F,['R259']
541,Roosevelt Island,ES420,Southbound Platform to Lower Mezzanine,MN,F,ES,N,Y,F,['R259']
542,Roosevelt Island,ES418,Southbound Platform to Lower Mezzanine,MN,F,ES,N,Y,F,['R259']
543,Roosevelt Island,EL404,Street-level entrance inside entrance on West Rd and Jamaica bound Platform,MN,F,EL,Y,Y,F,['R259']
544,Roosevelt Island,EL403,West Rd entrance to Platform for downtown and Brooklyn service,MN,F,EL,Y,Y,F,['R259']
545,Simpson St,EL128,Westchester Ave & Simpson St (NE corner) to Platform for Manhattan bound service,BX,2/5,EL,Y,Y,2-5,['R408']
546,Simpson St,EL127,Westchester Ave & Simpson St (SW corner) to Wakefield 241 St bound Platform,BX,2/5,EL,Y,Y,2-5,['R408']
547,Smith - 9 Sts,ES315,Lower Mezzanine to Upper Mezzanine,BKN,F/G,ES,N,Y,F-G,['R270']
548,Smith - 9 Sts,ES349,Lower Mezzanine to Upper Mezzanine,BKN,F/G,ES,N,Y,F-G,['R270']
549,Smith - 9 Sts,ES316,Lower Mezzanine to Upper Mezzanine,BKN,F/G,ES,N,Y,F-G,['R270']
550,Smith - 9 Sts,ES348,Street to Lower Mezzanine,BKN,F/G,ES,N,Y,F-G,['R270']
551,Smith - 9 Sts,ES314,Street to Lower Mezzanine,BKN,F/G,ES,N,Y,F-G,['R270']
552,Smith - 9 Sts,ES313,Street to Lower Mezzanine,BKN,F/G,ES,N,Y,F-G,['R270']
553,South Ferry,EL731,Mezzanine to Platform,MN,1,EL,Y,Y,1,['R001']
554,South Ferry,ES373,Mezzanine to Street,MN,1,ES,N,Y,1,['R001']
555,South Ferry,ES369,Mezzanine to Street,MN,1,ES,N,Y,1,['R001']
556,South Ferry,ES375,Mezzanine to Street,MN,1,ES,N,Y,1,['R001']
557,South Ferry,ES370,Mezzanine to Street,MN,1,ES,N,Y,1,['R001']
558,South Ferry,ES371,Platform to Mezzanine,MN,1,ES,N,Y,1,['R001']
559,South Ferry,ES372,Platform to Mezzanine,MN,1,ES,N,Y,1,['R001']
560,South Ferry,ES374,Platform to Mezzanine,MN,1,ES,N,Y,1,['R001']
561,South Ferry,EL730,Plaza in front of Staten Island Ferry Terminal (east side) to Mezzanine for uptown service,MN,1,EL,Y,Y,1,['R001']
562,Sutphin Blvd - Archer Av - JFK Airport,ES437,Center Island Lower Platform to Center Island Upper Platform,QNS,E/J/Z/LIRR,ES,N,Y,E-J-Z,['R024']
563,Sutphin Blvd - Archer Av - JFK Airport,ES436,Center Island Lower Platform to Center Island Upper Platform,QNS,E/J/Z/LIRR,ES,N,Y,E-J-Z,['R024']
564,Sutphin Blvd - Archer Av - JFK Airport,ES434,Center Island Upper Platform to Mezzanine,QNS,E/J/Z/LIRR,ES,N,Y,E-J-Z,['R024']
565,Sutphin Blvd - Archer Av - JFK Airport,ES435,Center Island Upper Platform to Mezzanine,QNS,E/J/Z/LIRR,ES,N,Y,E-J-Z,['R024']
566,Sutphin Blvd - Archer Av - JFK Airport,EL411,Mezzanine to Platform for service in both directions on both lines,QNS,E/J/Z/LIRR,EL,Y,Y,E-J-Z,['R024']
567,Sutphin Blvd - Archer Av - JFK Airport,ES464X,Street to LIRR to Air Train,QNS,E/J/Z/LIRR,ES,N,N,E-J-Z,['R024']
568,Sutphin Blvd - Archer Av - JFK Airport,ES463X,Street to LIRR to Air Train,QNS,E/J/Z/LIRR,ES,N,N,E-J-Z,['R024']
569,Sutphin Blvd - Archer Av - JFK Airport,ES449X,Street to Mezzanine,QNS,E/J/Z/LIRR,ES,N,N,E-J-Z,['R024']
570,Sutphin Blvd - Archer Av - JFK Airport,ES432X,Street to Mezzanine to E/J/Z,QNS,E/J/Z/LIRR,ES,N,Y,E-J-Z,['R024']
571,Sutphin Blvd - Archer Av - JFK Airport,ES433X,Street to Mezzanine to E/J/Z,QNS,E/J/Z/LIRR,ES,N,Y,E-J-Z,['R024']
572,Sutphin Blvd - Archer Av - JFK Airport,EL450X,Sutphin Blvd & Archer Ave (SW intersection) to Mezzanine for service in both directions on both lines,QNS,E/J/Z/LIRR,EL,Y,Y,E-J-Z,['R024']
573,Sutphin Blvd - Archer Av - JFK Airport,EL449X,Sutphin Blvd & Archer Ave (SW intersection) to Mezzanine for service in both directions on both lines,QNS,E/J/Z/LIRR,EL,Y,Y,E-J-Z,['R024']
574,Sutphin Blvd - Archer Av - JFK Airport,EL448X,Sutphin Blvd & Archer Ave (SW intersection) to Mezzanine for service in both directions on both lines,QNS,E/J/Z/LIRR,EL,Y,Y,E-J-Z,['R024']
575,Sutphin Blvd - Archer Av - JFK Airport,ES448X,Three landings,QNS,E/J/Z/LIRR,ES,N,N,E-J-Z,['R024']
576,Times Sq - 42 St,EL231X,7th Ave & 42 St (SE corner) to Mezzanine for service in both directions on all lines,MN,N/Q/R/S/W/1/2/3/7,EL,Y,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
577,Times Sq - 42 St,ES216,Center Island Platform to Mezzanine (41 st / 7 ave),MN,N/Q/R/S/W/1/2/3/7,ES,N,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
578,Times Sq - 42 St,ES217,Center Island Platform to Mezzanine (41 st / 7 ave),MN,N/Q/R/S/W/1/2/3/7,ES,N,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
579,Times Sq - 42 St,ES218,Center Island Platform to Mezzanine (41 st / bway),MN,N/Q/R/S/W/1/2/3/7,ES,N,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
580,Times Sq - 42 St,EL229,Mezzanine to downtown N/Q/R/W Platform,MN,N/Q/R/S/W/1/2/3/7,EL,Y,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
581,Times Sq - 42 St,EL232,Mezzanine to Platform to downtown 1/2/3  and 7 service in both directions,MN,N/Q/R/S/W/1/2/3/7,EL,Y,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
582,Times Sq - 42 St,EL233,Mezzanine to uptown 1/2/3 Platform,MN,N/Q/R/S/W/1/2/3/7,EL,Y,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
583,Times Sq - 42 St,EL230,Mezzanine to uptown N/Q/R/W Platform,MN,N/Q/R/S/W/1/2/3/7,EL,Y,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
584,Times Sq - 42 St,ES261X,Street to Mezzanine all trains,MN,N/Q/R/S/W/1/2/3/7,ES,N,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
585,Times Sq - 42 St,ES262X,Street to Mezzanine all trains,MN,N/Q/R/S/W/1/2/3/7,ES,N,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
586,Times Sq - 42 St,ES268X,Street to Mezzanine all trains,MN,N/Q/R/S/W/1/2/3/7,ES,N,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
587,Times Sq - 42 St,ES267X,Street to Mezzanine all trains,MN,N/Q/R/S/W/1/2/3/7,ES,N,Y,N-Q-R-S-W-1-2-3-7,"['R032', 'R033']"
588,Utica Av,EL346,Mezzanine to downtown Platform,BKN,A/C,EL,Y,Y,A-C,['R153']
589,Utica Av,EL345,Mezzanine to uptown Platform,BKN,A/C,EL,Y,Y,A-C,['R153']
590,Utica Av,EL344,Utica Ave & Fulton St (NW corner) to Mezzanine for service in both directions,BKN,A/C,EL,Y,Y,A-C,['R153']
591,Wall St,ES379X,60 Wall St atrium to Mezzanine 2/3 train passageway,MN,2/3,ES,N,Y,2-3,['R027']
592,Wall St,ES378X,60 Wall St atrium to Mezzanine 2/3 train passageway,MN,2/3,ES,N,Y,2-3,['R027']
593,West 4 St - Washington Sq,EL334,Downtown A/C/E Platform to downtown B/D/F/M Platform and transfer Mezzanine,MN,A/B/C/D/E/F/M,EL,Y,Y,A-B-C-D-E-F-M,['R138']
594,West 4 St - Washington Sq,ES325,Northbound ll Platform to Northbound ul Platform,MN,A/B/C/D/E/F/M,ES,N,Y,A-B-C-D-E-F-M,['R138']
595,West 4 St - Washington Sq,ES326,Southbound ll Platform to Southbound ul Platform,MN,A/B/C/D/E/F/M,ES,N,Y,A-B-C-D-E-F-M,['R138']
596,West 4 St - Washington Sq,EL335,Uptown A/C/E Platform to uptown B/D/F/M Platform and transfer Mezzanine,MN,A/B/C/D/E/F/M,EL,Y,Y,A-B-C-D-E-F-M,['R138']
597,West 4 St - Washington Sq,EL333,W 3rd St & 6th Ave (NE corner) to turnstiles for A/C/E and B/D/F/M service,MN,A/B/C/D/E/F/M,EL,Y,Y,A-B-C-D-E-F-M,['R138']
598,West 8 St - NY Aquarium,ES335,Mezzanine to Northbound Platform,BKN,F/Q,ES,N,Y,F-Q,['R312']
599,West Farms Sq - E Tremont Av,ES106,Street to Mezzanine,BX,2/5,ES,N,Y,2-5,['R387']
600,Whitehall St - South Ferry,ES351,Lower Mezzanine to Upper Mezzanine,MN,R/W,ES,N,Y,R-W,['R001']
601,Whitehall St - South Ferry,ES312,Lower Mezzanine to Upper Mezzanine,MN,R/W,ES,N,Y,R-W,['R001']
602,Whitehall St - South Ferry,ES311,Lower Mezzanine to Upper Mezzanine,MN,R/W,ES,N,Y,R-W,['R001']
603,World Trade Center,EL326,Park Pl & Church St (SE corner) to ADA access to E line and non-ADA access to 2/3 and A/C,MN,E,EL,Y,Y,E,['R029']
604,World Trade Center,EL23X,Vesey St. to Oculus Main Level with access to E train service at World Trade Center Station,MN,E,EL,Y,Y,E,['R029']
605,WTC Cortlandt St,EL712,Mezzanine to Northbound Platform,MN,1,EL,Y,Y,1,['R305']
606,WTC Cortlandt St,EL713,Mezzanine to Southbound Platform,MN,1,EL,Y,Y,1,['R305']
607,WTC Cortlandt St,ES353,Mezzanine to Street,MN,1,ES,N,Y,1,['R305']
608,WTC Cortlandt St,EL13X,Oculus Main Level  to PATH Level with access to 1 line service at WTC Cortlandt St Station,MN,1,EL,Y,Y,1,['R305']
609,WTC Cortlandt St,EL736,Street to Southbound platform,MN,1,EL,Y,N,1,['R305']
610,WTC Cortlandt St,EL12X,West Concourse balcony to PATH Level with access to 1 line at WTC Cortlandt St Station,MN,1,EL,Y,Y,1,['R305']
611,WTC Cortlandt St,EL11X,West Concourse balcony to West Concourse with access to 1 line at WTC Cortlandt St Station,MN,1,EL,Y,Y,1,['R305']
