station_name,equipment_id,description,borough,subway_lines,equipment_type,ada_compliant,is_active,direction,subset_lines,connection_to_street
Jay St - MetroTech,ES317,It operates between mezzanine above A/C/F and street at Jay St & Willoughby St,BKN,A/C/F/R,ES,N,Y,,A/C/F/R,N
Jay St - MetroTech,ES318,It operates between mezzanine above A/C/F and street at Jay St & Willoughby St,BKN,A/C/F/R,ES,N,Y,,A/C/F/R,N
Jay St - MetroTech,ES307, ,BKN,A/C/F/R,ES,N,N,,A/C/F/R,N
Junction Blvd,EL427,overpass to Flushing Main St-bound platform,QNS,7,EL,Y,Y,,7,N
Junction Blvd,EL426,overpass to Manhattan-bound platform,QNS,7,EL,Y,Y,,7,N
Junction Blvd,EL425,Roosevelt Ave & Junction Blvd (NE corner) to mezzanine and overpass for service in both directions,QNS,7,EL,Y,Y,both directions,7,N
Kew Gardens / Union Tpk,EL434,Kew Gardens Rd & Union Tpke (SW corner) to mezzanine for service in both directions,QNS,E/F,EL,Y,Y,both directions,E/F,N
Kew Gardens / Union Tpk,EL435,mezzanine to Jamaica-bound platform,QNS,E/F,EL,Y,Y,,E/F,N
Kew Gardens / Union Tpk,EL436,mezzanine to Manhattan-bound platform,QNS,E/F,EL,Y,Y,,E/F,N
Kings Highway,EL761,south side of Kings Hwy (west of 16 St) to Brighton Beach and Coney Island-bound platform ,BKN,B/Q,EL,Y,Y,,B/Q,N
Kings Highway,EL760,south side of Kings Hwy (west of 16 St) to Manhattan-bound platform ,BKN,B/Q,EL,Y,Y,,B/Q,N
Kingsbridge Road,EL189,Kingsbridge Rd & Grand Concourse (SE corner) to mezzanine for service in both directions,BX,B/D,EL,Y,Y,both directions,B/D,N
Kingsbridge Road,EL191,mezzanine to Manhattan-bound platform,BX,B/D,EL,Y,Y,,B/D,N
Kingsbridge Road,EL190,mezzanine to platform for Bedford Pk Blvd and Norwood 205 St-bound service,BX,B/D,EL,Y,Y,,B/D,N
Lexington Av / 53 St,EL203X,53 St & Lexington Ave (SE corner) to mezzanine for E/M/6 service in both directions,MN,6/E/M,EL,Y,Y,both directions,6/E/M,N
Lexington Av / 53 St,ES269,It operates between platform of E/M and mezzanine at level of transfer passageway to 6 Line and below 53 St & Lexington Ave,MN,6/E/M,ES,N,Y,,6/E/M,N
Lexington Av / 53 St,ES244,It operates between platform of E/M and mezzanine at level of transfer passageway to 6 Line and below 53 St & Lexington Ave,MN,6/E/M,ES,N,Y,,6/E/M,N
Lexington Av / 53 St,ES243,It operates between platform of E/M and mezzanine at level of transfer passageway to 6 Line and below 53 St & Lexington Ave,MN,6/E/M,ES,N,Y,,6/E/M,N
Lexington Av / 53 St,ES246,It operates between platform of E/M and mezzanine below 53 St & 3rd Ave,MN,6/E/M,ES,N,Y,,6/E/M,N
Lexington Av / 53 St,ES245,It operates between platform of E/M and mezzanine below 53 St & 3rd Ave,MN,6/E/M,ES,N,Y,,6/E/M,N
Lexington Av / 53 St,EL245,mezzanine to E/M platform for service in both directions,MN,6/E/M,EL,Y,Y,both directions,6/E/M,N
Lexington Av / 53 St,ES253X,It operates between underpass of 6 Line and 6 Line uptown platform and connector to E/M Line,MN,6/E/M,ES,N,Y,uptown,6/E/M,N
Lexington Av / 53 St,ES254X,It operates between platform of E/M and mezzanine at level of transfer passageway to 6 Line and below 53 St,MN,6/E/M,ES,N,Y,,6/E/M,N
Lexington Av / 53 St,ES600X,It operates between mezzanine of E/M and street at 53 St & Lexington Ave,MN,6/E/M,ES,N,Y,,6/E/M,N
Lexington Av / 53 St,ES245X, ,MN,6/E/M,ES,N,N,,6/E/M,N
Lexington Av / 59 St,ES249,It operates between platform for N/R/W and mezzanine below 3rd Ave & 60 St,MN,N/R/W,ES,N,Y,,['N/R/W'],N
Lexington Av / 59 St,ES248,It operates between platform for N/R/W and mezzanine below 3rd Ave & 60 St,MN,N/R/W,ES,N,Y,,['N/R/W'],N
Lexington Av / 59 St,ES215,It operates between platform for N/R/W and platform for southbound 6 Line,MN,N/R/W,ES,N,Y,,['N/R/W'],N
Lexington Av / 63 St,EL444,3rd Ave & 63 St (NW corner) to mezzanine for service in both directions,MN,F/Q,EL,Y,Y,both directions,F/Q,N
Lexington Av / 63 St,EL401,Lexington Ave & 63 St (NW corner) to mezzanine for service in both directions,MN,F/Q,EL,Y,Y,both directions,F/Q,N
Lexington Av / 63 St,EL402,Lexington Ave mezzanine to platforms for service in both directions,MN,F/Q,EL,Y,Y,both directions,F/Q,N
Lexington Av / 63 St,ES408,It operates between upper platform for southbound service and lower mezzanine,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES407,It operates between upper platform for southbound service and lower mezzanine,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES409,It operates between lower platform for Queens/northbound service and lower mezzanine,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES410,It operates between lower platform for Queens/northbound service and lower mezzanine,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,EL443,3rd Ave mezzanine to platforms for service in both directions,MN,F/Q,EL,Y,Y,both directions,F/Q,N
Lexington Av / 63 St,EL442,3rd Ave mezzanine to platforms for service in both directions,MN,F/Q,EL,Y,Y,both directions,F/Q,N
Lexington Av / 63 St,EL441,3rd Ave mezzanine to platforms for service in both directions,MN,F/Q,EL,Y,Y,both directions,F/Q,N
Lexington Av / 63 St,EL440,3rd Ave mezzanine to platforms for service in both directions,MN,F/Q,EL,Y,Y,both directions,F/Q,N
Lexington Av / 63 St,ES458,It operates between upper mezzanine and street at SE corner of 3rd Ave & 63 St,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES459,It operates between upper mezzanine and street at SE corner of 3rd Ave & 63 St,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES405,It operates between lower mezzanine above platforms and landing for Escalators 403 & 404,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES406,It operates between lower mezzanine above platforms and landing for Escalators 403 & 404,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES402,It operates between upper mezzanine and street at NW corner of Lexington Ave & 63 St,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES401,It operates between upper mezzanine and street at NW corner of Lexington Ave & 63 St,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES404,It operates between landing of Escalators 405 & 406 and upper mezzanine below Lexington Ave & 63 St,MN,F/Q,ES,N,Y,,F/Q,N
Lexington Av / 63 St,ES403,It operates between landing of Escalators 405 & 406 and upper mezzanine below Lexington Ave & 63 St,MN,F/Q,ES,N,Y,,F/Q,N
Marcy Av,EL391,Marcy Ave & Broadway (NW corner) to Manhattan-bound platform ,BKN,J/M/Z,EL,Y,Y,,J/M/Z,Y
Marcy Av,EL392,Marcy Ave & Broadway (SW corner) to Jamaica Center bound-platform ,BKN,J/M/Z,EL,Y,Y,,J/M/Z,Y
Myrtle Av / Wyckoff Av,EL396,Gates Ave & Wyckoff Ave (SE corner) to mezzanines for L and M service in both directions,BKN,L/M,EL,Y,Y,both directions,L/M,N
Myrtle Av / Wyckoff Av,ES332,It operates between lower mezzanine above L Line and upper mezzanine below M Line,BKN,L/M,ES,N,Y,,L/M,N
Myrtle Av / Wyckoff Av,ES333,It operates between lower mezzanine above L Line and upper mezzanine below M Line,BKN,L/M,ES,N,Y,,L/M,N
Myrtle Av / Wyckoff Av,EL397,mezzanine to L platform for service in both directions,BKN,L/M,EL,Y,Y,both directions,L/M,N
Myrtle Av / Wyckoff Av,EL398,mezzanine to M platform for service in both directions,BKN,L/M,EL,Y,Y,both directions,L/M,N
Ozone Park / Lefferts Blvd,EL462,Lefferts Blvd & Liberty Ave to mezzanine for service in both directions,QNS,A,EL,Y,Y,both directions,['A'],N
Ozone Park / Lefferts Blvd,EL463,mezzanine to platform for service in both directions,QNS,A,EL,Y,Y,both directions,A,N
Park Place,ES302,It operates between platform of 2/3 and mezzanine below Park Pl & Broadway,MN,2/3,ES,N,Y,,['2/3'],N
Park Place,ES301,It operates between platform of 2/3 and mezzanine below Park Pl & Broadway,MN,2/3,ES,N,Y,,['2/3'],N
Parkchester,ES111,It operates between street on Westchester Ave and Manhattan-bound platform,BX,6,ES,N,Y,,6,N
Pelham Bay Park,EL121,Amendola Plaza entrance (adjacent to Bruckner Expwy) to mezzanine for Manhattan-bound service,BX,6,EL,Y,Y,,6,N
Pelham Bay Park,ES121,It operates between mezzanine and platform,BX,6,ES,N,Y,,6,N
Pelham Bay Park,EL122,mezzanine to Manhattan-bound platform,BX,6,EL,Y,Y,,6,N
Pelham Bay Park,ES120,It operates between street at Amendola Plaza and mezzanine,BX,6,ES,N,Y,,6,N
Pelham Pkwy,EL137,mezzanine to Manhattan-bound platform,BX,2/5,EL,Y,Y,,2/5,N
Pelham Pkwy,EL138,mezzanine to Wakefield 241 St-bound platform,BX,2/5,EL,Y,Y,,2/5,N
Pelham Pkwy,ES123,It operates between mezzanine and platform for Manhattan-bound service,BX,2/5,ES,N,Y,,2/5,N
Pelham Pkwy,ES122,It operates between street at Pelham Parkway South & White Plains Rd and mezzanine,BX,2/5,ES,N,Y,,2/5,N
Pelham Pkwy,EL136,White Plains Rd & Pelham Pkwy South (SW corner) to mezzanine for service in both directions,BX,2/5,EL,Y,Y,both directions,2/5,N
President St-Medgar Evers College,ES304,It operates between platform and mezzanine,BKN,2/5,ES,N,Y,,2/5,N
Prospect Park,EL383,Lincoln Rd & Ocean Ave (NE corner) to Brighton Beach and Coney Island-bound B/Q platform,BKN,B/Q/S,EL,Y,Y,,B/Q/S,N
Prospect Park,EL382,Lincoln Rd & Ocean Ave (NE corner) to platform for Manhattan-bound B/Q service and Franklin Shuttle ,BKN,B/Q/S,EL,Y,Y,,B/Q/S,N
Queens Plaza,EL430,mezzanine to Forest Hills and Jamaica-bound platform,QNS,E/R/M,EL,Y,Y,,E/R/M,N
Queens Plaza,EL429,mezzanine to Manhattan-bound platform,QNS,E/R/M,EL,Y,Y,,E/R/M,N
Queens Plaza,EL428,Queens Plaza & Jackson Ave to mezzanine for service in both directions,QNS,E/R/M,EL,Y,Y,both directions,E/R/M,Y
Roosevelt Island,ES413,It operates between intermediate mezzanine and street-level station building,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES412,It operates between intermediate mezzanine and street-level station building,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES411,It operates between intermediate mezzanine and street-level station building,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES415,It operates between lower mezzanine and intermediate mezzanine,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES414,It operates between lower mezzanine and intermediate mezzanine,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES416,It operates between lower mezzanine and intermediate mezzanine,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES417,It operates between platform and lower mezzanine,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES419,It operates between platform and lower mezzanine,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES420,It operates between platform and lower mezzanine,MN,F,ES,N,Y,,F,N
Roosevelt Island,ES418,It operates between platform and lower mezzanine,MN,F,ES,N,Y,,F,N
Roosevelt Island,EL404,West Rd to Jamaica-bound platform  ,MN,F,EL,Y,Y,,F,N
Roosevelt Island,EL403,West Rd to Manhattan-bound platform,MN,F,EL,Y,Y,,F,N
Simpson St,EL128,Westchester Ave & Simpson St (NE corner) to Manhattan-bound platform,BX,2/5,EL,Y,Y,,2/5,N
Simpson St,EL127,Westchester Ave & Simpson St (SW corner) to Bronx-bound platform ,BX,2/5,EL,Y,Y,,2/5,N
Smith - 9 Sts,ES315,It operates between intermediate mezzanine and upper mezzanine below platform,BKN,F/G,ES,N,Y,,F/G,N
Smith - 9 Sts,ES349,It operates between intermediate mezzanine and upper mezzanine below platform,BKN,F/G,ES,N,Y,,F/G,N
Smith - 9 Sts,ES316,It operates between intermediate mezzanine and upper mezzanine below platform,BKN,F/G,ES,N,Y,,F/G,N
Smith - 9 Sts,ES348,It operates between street at Smith St & 9th St and intermediate mezzanine,BKN,F/G,ES,N,Y,,F/G,N
Smith - 9 Sts,ES314,It operates between street at Smith St & 9th St and intermediate mezzanine,BKN,F/G,ES,N,Y,,F/G,N
Smith - 9 Sts,ES313,It operates between street at Smith St & 9th St and intermediate mezzanine,BKN,F/G,ES,N,Y,,F/G,N
South Ferry,EL731,mezzanine to platform for uptown service,MN,1,EL,Y,Y,uptown,1,N
South Ferry,ES373,It operates between mezzanine above 1 Line and street on Peter Minuit Plaza in front of ferry terminal,MN,1,ES,N,Y,,['1'],N
South Ferry,ES369,It operates between mezzanine between R/W and 1 Line and street on Peter Minuit Plaza in front of ferry terminal,MN,1,ES,N,Y,,['1'],N
South Ferry,ES370,It operates between mezzanine between R/W and 1 Line and street on Peter Minuit Plaza in front of ferry terminal,MN,1,ES,N,Y,,['1'],N
South Ferry,ES375,It operates between mezzanine above 1 Line and street north of ferry terminal,MN,1,ES,N,Y,,['1'],N
South Ferry,ES372,It operates between platform of 1 Line and mezzanine,MN,1,ES,N,Y,,['1'],N
South Ferry,ES371,It operates between platform of 1 Line and mezzanine,MN,1,ES,N,Y,,['1'],N
South Ferry,ES374,It operates between platform of 1 Line and mezzanine,MN,1,ES,N,Y,,['1'],N
South Ferry,EL730,plaza in front of Staten Island Ferry Terminal (east side) to mezzanine for uptown service,MN,1,EL,Y,Y,uptown,1,N
Sutphin Blvd - Archer Av - JFK Airport,ES437,It operates between lower platform and upper platform,QNS,E/J/Z/LIRR,ES,N,Y,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES436,It operates between lower platform and upper platform,QNS,E/J/Z/LIRR,ES,N,Y,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES434,It operates between upper platform and mezzanine,QNS,E/J/Z/LIRR,ES,N,Y,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES435,It operates between upper platform and mezzanine,QNS,E/J/Z/LIRR,ES,N,Y,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,EL411,mezzanine to platforms for E/J/Z service in both directions,QNS,E/J/Z/LIRR,EL,Y,Y,both directions,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES464X, ,QNS,E/J/Z/LIRR,ES,N,N,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES463X, ,QNS,E/J/Z/LIRR,ES,N,N,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES449X, ,QNS,E/J/Z/LIRR,ES,N,N,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES432X,It operates between mezzanine for the subway and street and AirTrain terminal,QNS,E/J/Z/LIRR,ES,N,Y,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES433X,It operates between mezzanine for the subway and street and AirTrain terminal,QNS,E/J/Z/LIRR,ES,N,Y,,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,EL450X,Sutphin Blvd & Archer Ave (SW intersection) to mezzanine for service in both directions ,QNS,E/J/Z/LIRR,EL,Y,Y,both directions,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,EL449X,Sutphin Blvd & Archer Ave (SW intersection) to mezzanine for service in both directions ,QNS,E/J/Z/LIRR,EL,Y,Y,both directions,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,EL448X,Sutphin Blvd & Archer Ave (SW intersection) to mezzanine for service in both directions ,QNS,E/J/Z/LIRR,EL,Y,Y,both directions,E/J/Z/LIRR,N
Sutphin Blvd - Archer Av - JFK Airport,ES448X, ,QNS,E/J/Z/LIRR,ES,N,N,,E/J/Z/LIRR,N
Times Sq - 42 St,EL231X,7th Ave & 42 St (SE corner) to mezzanine for service in both directions on all lines,MN,1/2/3/7/N/Q/R/W,EL,Y,Y,both directions,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,ES216,It operates between platform of 7 Line and mezzanine below street level,MN,1/2/3/7/N/Q/R/W,ES,N,Y,,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,ES217,It operates between platform of 7 Line and mezzanine below street level,MN,1/2/3/7/N/Q/R/W,ES,N,Y,,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,ES218,It operates between platform of 7 Line and mezzanine below street level,MN,1/2/3/7/N/Q/R/W,ES,N,Y,,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,EL229,mezzanine to downtown N/Q/R/W platform,MN,1/2/3/7/N/Q/R/W,EL,Y,Y,downtown,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,EL232,mezzanine to downtown 1/2/3 platform and 7 platform for service in both directions,MN,1/2/3/7/N/Q/R/W,EL,Y,Y,downtown,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,EL233,mezzanine to uptown 1/2/3 platform,MN,1/2/3/7/N/Q/R/W,EL,Y,Y,uptown,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,EL230,mezzanine to uptown N/Q/R/W platform ,MN,1/2/3/7/N/Q/R/W,EL,Y,Y,uptown,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,ES261X,It operates between mezzanine and street at SW corner of 42 St & 7th Ave,MN,1/2/3/7/N/Q/R/W,ES,N,Y,,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,ES262X,It operates between mezzanine and street at SW corner of 42 St & 7th Ave,MN,1/2/3/7/N/Q/R/W,ES,N,Y,,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,ES268X,It operates between mezzanine and street at SE corner of 42 St & 7th Ave,MN,1/2/3/7/N/Q/R/W,ES,N,Y,,1/2/3/7/N/Q/R/W,N
Times Sq - 42 St,ES267X,It operates between mezzanine and street at SE corner of 42 St & 7th Ave,MN,1/2/3/7/N/Q/R/W,ES,N,Y,,1/2/3/7/N/Q/R/W,N
Utica Av,EL346,mezzanine to platform for Euclid-bound C and Queens-bound A service,BKN,A/C,EL,Y,Y,,A/C,N
Utica Av,EL345,mezzanine to Manhattan-bound platform,BKN,A/C,EL,Y,Y,,A/C,N
Utica Av,EL344,Utica Ave & Fulton St (NW corner) to mezzanine for service in both directions,BKN,A/C,EL,Y,Y,both directions,A/C,Y
Wall St,ES379X,It operates between mezzanine-level passageway above middle of platform and street-level atrium at 60 Wall St between William St & Pearl St,MN,2/3,ES,N,Y,,2/3,N
Wall St,ES378X,It operates between mezzanine-level passageway above middle of platform and street-level atrium at 60 Wall St between William St & Pearl St,MN,2/3,ES,N,Y,,2/3,N
West 4 St - Washington Sq,EL334,downtown A/C/E platform to transfer mezzanine and downtown B/D/F/M platform,MN,A/B/C/D/E/F/M,EL,Y,Y,downtown,A/B/C/D/E/F/M,N
West 4 St - Washington Sq,ES325,It operates between lower platform for B/D/F/M northbound and upper platform for A/C/E northbound,MN,A/B/C/D/E/F/M,ES,N,Y,,A/B/C/D/E/F/M,N
West 4 St - Washington Sq,ES326,It operates between lower platform for B/D/F/M southbound and upper platform for A/C/E northbound,MN,A/B/C/D/E/F/M,ES,N,Y,,A/B/C/D/E/F/M,N
West 4 St - Washington Sq,EL335,uptown A/C/E platform to transfer mezzanine and uptown B/D/F/M platform,MN,A/B/C/D/E/F/M,EL,Y,Y,uptown,A/B/C/D/E/F/M,N
West 4 St - Washington Sq,EL333,W 3rd St & 6th Ave (NE corner) to mezzanine for A/C/E service and access to B/D/F/M service,MN,A/B/C/D/E/F/M,EL,Y,Y,,A/B/C/D/E/F/M,N
West 8 St - NY Aquarium,ES335,It operates between mezzanine and upper platform for Manhattan-bound service,BKN,F/Q,ES,N,Y,,F/Q,N
West Farms Sq - E Tremont Av,ES106,It operates between street at East 178 St & Boston Post Rd and mezzanine below platform,BX,2/5,ES,N,Y,,2/5,N
Whitehall St - South Ferry,ES351,It operates between lower mezzanine above R/W and upper mezzanine below Water St & Whitehall St,MN,R/W,ES,N,Y,,['R/W'],N
Whitehall St - South Ferry,ES312,It operates between lower mezzanine above R/W and upper mezzanine below Stone St & Whitehall St,MN,R/W,ES,N,Y,,['R/W'],N
Whitehall St - South Ferry,ES311,It operates between lower mezzanine above R/W and upper mezzanine below Water St & Whitehall St,MN,R/W,ES,N,Y,,['R/W'],N
World Trade Center,EL326,Park Pl & Church St (SE corner) to E Line with access to downtown R/W,MN,E/R/W,EL,Y,Y,downtown,E/R/W,N
World Trade Center,EL23X,"Church St to E line with access to downtown R/W, balcony & Oculus main level",MN,1/E/R/W,EL,Y,Y,downtown,1/E/R/W,N
WTC Cortlandt St,EL14X,Greenwich St to Oculus Balcony with access to uptown 1 and downtown R/W service,MN,1/E/R/W,EL,Y,Y,uptown,1/E/R/W,N
WTC Cortlandt St,EL712,mezzanine at Oculus main level to uptown 1 platform,MN,1,EL,Y,Y,uptown,['1'],N
WTC Cortlandt St,EL713,mezzanine at Oculus main level to downtown 1 platform,MN,1,EL,Y,Y,downtown,['1'],N
WTC Cortlandt St,ES353, ,MN,1,ES,N,Y,,1,N
WTC Cortlandt St,EL13X,Oculus main level  to PATH level with access to 1 train service in both directions,MN,1/E/R/W,EL,Y,Y,both directions,1/E/R/W,N
WTC Cortlandt St,EL736,Greenwich Street (near southwest corner of Greenwich Street and Vesey Street) to downtown 1 platform and access to uptown 1 service,MN,1,EL,Y,N,downtown,"['1', '1']",N
WTC Cortlandt St,EL12X,West Concourse balcony to PATH level with access to 1 train service in both directions,MN,1/E/R/W,EL,Y,Y,both directions,1/E/R/W,N
WTC Cortlandt St,EL11X,West Concourse balcony to West Concourse with access to 1 service  in both directions,MN,1/E/R/W,EL,Y,Y,both directions,1/E/R/W,N
